"seg_id","waterbody","huc_10","basin_name","class","water_type","segment_assessment","use","use_assessment","parameter","grandfathered_from_listings","data_supported","stayCALM_param_eval"
"1302-0150","Teatown Lake",203010103,"Lower Hudson River","b","pond","IR5_impaired","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1302-0150","Teatown Lake",203010103,"Lower Hudson River","b","pond","IR5_impaired","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1302-0150","Teatown Lake",203010103,"Lower Hudson River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus","yes","no","unassessed"
"1302-0150","Teatown Lake",203010103,"Lower Hudson River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1302-0150","Teatown Lake",203010103,"Lower Hudson River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1302-0151","Vernay Lake, Shadow Lake",203010103,"Lower Hudson River","b","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1302-0151","Vernay Lake, Shadow Lake",203010103,"Lower Hudson River","b","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1302-0151","Vernay Lake, Shadow Lake",203010103,"Lower Hudson River","b","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1302-0151","Vernay Lake, Shadow Lake",203010103,"Lower Hudson River","b","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1302-0151","Vernay Lake, Shadow Lake",203010103,"Lower Hudson River","b","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1302-0151","Vernay Lake, Shadow Lake",203010103,"Lower Hudson River","b","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1303-0021","Beaver Dam Lake",202000804,"Lower Hudson River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1303-0021","Beaver Dam Lake",202000804,"Lower Hudson River","b","pond","IR5_impaired","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1303-0021","Beaver Dam Lake",202000804,"Lower Hudson River","b","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"1303-0021","Beaver Dam Lake",202000804,"Lower Hudson River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"1303-0021","Beaver Dam Lake",202000804,"Lower Hudson River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1303-0021","Beaver Dam Lake",202000804,"Lower Hudson River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1304-0001","Hillside Lake",202000803,"Lower Hudson River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1304-0001","Hillside Lake",202000803,"Lower Hudson River","b","pond","IR5_impaired","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1304-0001","Hillside Lake",202000803,"Lower Hudson River","b","pond","IR5_impaired","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1304-0001","Hillside Lake",202000803,"Lower Hudson River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus","yes","no","unassessed"
"1304-0001","Hillside Lake",202000803,"Lower Hudson River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1304-0001","Hillside Lake",202000803,"Lower Hudson River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1304-0033","Whaley Lake, Little Whaley Lake",202000803,"Lower Hudson River","b","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1304-0033","Whaley Lake, Little Whaley Lake",202000803,"Lower Hudson River","b","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1304-0033","Whaley Lake, Little Whaley Lake",202000803,"Lower Hudson River","b","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1304-0033","Whaley Lake, Little Whaley Lake",202000803,"Lower Hudson River","b","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1304-0033","Whaley Lake, Little Whaley Lake",202000803,"Lower Hudson River","b","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1304-0033","Whaley Lake, Little Whaley Lake",202000803,"Lower Hudson River","b","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1305-0010","Thompson, Stissing, Mud/Twin Isl Ponds",202000802,"Lower Hudson River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1305-0010","Thompson, Stissing, Mud/Twin Isl Ponds",202000802,"Lower Hudson River","b","pond","IR5_impaired","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1305-0010","Thompson, Stissing, Mud/Twin Isl Ponds",202000802,"Lower Hudson River","b","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"1305-0010","Thompson, Stissing, Mud/Twin Isl Ponds",202000802,"Lower Hudson River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"1305-0010","Thompson, Stissing, Mud/Twin Isl Ponds",202000802,"Lower Hudson River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1305-0010","Thompson, Stissing, Mud/Twin Isl Ponds",202000802,"Lower Hudson River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1306-0060","Shawangunk Lake/Highland Lake",202000703,"Lower Hudson River","aa","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1306-0060","Shawangunk Lake/Highland Lake",202000703,"Lower Hudson River","aa","pond","IR3_needs-verification","fishing","IR3_impaired_unconfirmed","dissolved_oxygen","no","yes","impaired_unconfirmed"
"1306-0060","Shawangunk Lake/Highland Lake",202000703,"Lower Hudson River","aa","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen","no","yes","impaired_unconfirmed"
"1306-0060","Shawangunk Lake/Highland Lake",202000703,"Lower Hudson River","aa","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen","no","yes","impaired_unconfirmed"
"1306-0060","Shawangunk Lake/Highland Lake",202000703,"Lower Hudson River","aa","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1306-0060","Shawangunk Lake/Highland Lake",202000703,"Lower Hudson River","aa","pond","IR3_needs-verification","source_of_water_supply","IR3_impaired_unconfirmed","dissolved_oxygen; iron; manganese","no","yes","impaired_unconfirmed"
"1306-0075","Monhagen Lake",202000704,"Lower Hudson River","aa","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1306-0075","Monhagen Lake",202000704,"Lower Hudson River","aa","pond","IR3_needs-verification","fishing","IR3_impaired_unconfirmed","dissolved_oxygen","no","yes","impaired_unconfirmed"
"1306-0075","Monhagen Lake",202000704,"Lower Hudson River","aa","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen; phosphorus","no","yes","impaired_unconfirmed"
"1306-0075","Monhagen Lake",202000704,"Lower Hudson River","aa","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen; phosphorus","no","yes","impaired_unconfirmed"
"1306-0075","Monhagen Lake",202000704,"Lower Hudson River","aa","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1306-0075","Monhagen Lake",202000704,"Lower Hudson River","aa","pond","IR3_needs-verification","source_of_water_supply","IR3_impaired_unconfirmed","dissolved_oxygen; iron; manganese","no","yes","impaired_unconfirmed"
"1306-0119","Upper Ulster Lake",202000705,"Lower Hudson River","b(t)","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1306-0119","Upper Ulster Lake",202000705,"Lower Hudson River","b(t)","pond","IR5_impaired","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1306-0119","Upper Ulster Lake",202000705,"Lower Hudson River","b(t)","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"1306-0119","Upper Ulster Lake",202000705,"Lower Hudson River","b(t)","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"1306-0119","Upper Ulster Lake",202000705,"Lower Hudson River","b(t)","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1306-0119","Upper Ulster Lake",202000705,"Lower Hudson River","b(t)","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1308-0003","Robinson Pond",202000610,"Lower Hudson River","b(t)","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1308-0003","Robinson Pond",202000610,"Lower Hudson River","b(t)","pond","IR5_impaired","fishing","IR5_impaired_confirmed","nitrite","no","yes","impaired-pollutant_confirmed"
"1308-0003","Robinson Pond",202000610,"Lower Hudson River","b(t)","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"1308-0003","Robinson Pond",202000610,"Lower Hudson River","b(t)","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus","yes","yes","impaired-pollutant_confirmed"
"1308-0003","Robinson Pond",202000610,"Lower Hudson River","b(t)","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1308-0003","Robinson Pond",202000610,"Lower Hudson River","b(t)","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1308-0014","Lake Taghkanic",202000610,"Lower Hudson River","b(ts)","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1308-0014","Lake Taghkanic",202000610,"Lower Hudson River","b(ts)","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1308-0014","Lake Taghkanic",202000610,"Lower Hudson River","b(ts)","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1308-0014","Lake Taghkanic",202000610,"Lower Hudson River","b(ts)","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1308-0014","Lake Taghkanic",202000610,"Lower Hudson River","b(ts)","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1308-0014","Lake Taghkanic",202000610,"Lower Hudson River","b(ts)","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1308-0018","Long Pond, Lower/Upper Rhoda Ponds",202000610,"Lower Hudson River","b","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1308-0018","Long Pond, Lower/Upper Rhoda Ponds",202000610,"Lower Hudson River","b","pond","IR3_needs-verification","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1308-0018","Long Pond, Lower/Upper Rhoda Ponds",202000610,"Lower Hudson River","b","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"1308-0018","Long Pond, Lower/Upper Rhoda Ponds",202000610,"Lower Hudson River","b","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"1308-0018","Long Pond, Lower/Upper Rhoda Ponds",202000610,"Lower Hudson River","b","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1308-0018","Long Pond, Lower/Upper Rhoda Ponds",202000610,"Lower Hudson River","b","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1308-0023","Shaver Pond",202000610,"Lower Hudson River","b","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1308-0023","Shaver Pond",202000610,"Lower Hudson River","b","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1308-0023","Shaver Pond",202000610,"Lower Hudson River","b","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1308-0023","Shaver Pond",202000610,"Lower Hudson River","b","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1308-0023","Shaver Pond",202000610,"Lower Hudson River","b","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1308-0023","Shaver Pond",202000610,"Lower Hudson River","b","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1309-0031","Myosotis Lake",202000608,"Lower Hudson River","a","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1309-0031","Myosotis Lake",202000608,"Lower Hudson River","a","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1309-0031","Myosotis Lake",202000608,"Lower Hudson River","a","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1309-0031","Myosotis Lake",202000608,"Lower Hudson River","a","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1309-0031","Myosotis Lake",202000608,"Lower Hudson River","a","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1309-0031","Myosotis Lake",202000608,"Lower Hudson River","a","pond","IR3_unassessed","source_of_water_supply","IR3_unassessed","No_Data","no","yes","unassessed"
"1310-0001","Nassau Lake",202000606,"Lower Hudson River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0001","Nassau Lake",202000606,"Lower Hudson River","b","pond","IR5_impaired","fishing","IR5_impaired_confirmed","pcbs; phosphorus","yes","no","unassessed"
"1310-0001","Nassau Lake",202000606,"Lower Hudson River","b","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"1310-0001","Nassau Lake",202000606,"Lower Hudson River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","pcbs; phosphorus","yes","yes","impaired-pollutant_confirmed"
"1310-0001","Nassau Lake",202000606,"Lower Hudson River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","pcbs; phosphorus","yes","no","unassessed"
"1310-0001","Nassau Lake",202000606,"Lower Hudson River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0001","Nassau Lake",202000606,"Lower Hudson River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0002","Kinderhook Lake",202000606,"Lower Hudson River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0002","Kinderhook Lake",202000606,"Lower Hudson River","b","pond","IR5_impaired","fishing","IR5_impaired_confirmed","pcbs","yes","no","unassessed"
"1310-0002","Kinderhook Lake",202000606,"Lower Hudson River","b","pond","IR5_impaired","primary_contact_recreation","IR4a_impaired_confirmed","phosphorus","no","yes","impaired-tmdl_confirmed"
"1310-0002","Kinderhook Lake",202000606,"Lower Hudson River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","pcbs","yes","no","unassessed"
"1310-0002","Kinderhook Lake",202000606,"Lower Hudson River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0002","Kinderhook Lake",202000606,"Lower Hudson River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0014","Copake Lake",202000605,"Lower Hudson River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0014","Copake Lake",202000605,"Lower Hudson River","b","pond","IR5_impaired","fishing","IR5_impaired_confirmed","dissolved_oxygen","yes","no","impaired_unconfirmed"
"1310-0014","Copake Lake",202000605,"Lower Hudson River","b","pond","IR5_impaired","primary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen; ph","no","yes","impaired_unconfirmed"
"1310-0014","Copake Lake",202000605,"Lower Hudson River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","dissolved_oxygen","yes","no","impaired_unconfirmed"
"1310-0014","Copake Lake",202000605,"Lower Hudson River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0014","Copake Lake",202000605,"Lower Hudson River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0033","Queechy Lake",202000606,"Lower Hudson River","b(t)","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0033","Queechy Lake",202000606,"Lower Hudson River","b(t)","pond","IR3_needs-verification","fishing","IR3_fully-supported_unconfirmed","nitrite","no","yes","fully-supported_unconfirmed"
"1310-0033","Queechy Lake",202000606,"Lower Hudson River","b(t)","pond","IR3_needs-verification","primary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1310-0033","Queechy Lake",202000606,"Lower Hudson River","b(t)","pond","IR3_needs-verification","secondary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1310-0033","Queechy Lake",202000606,"Lower Hudson River","b(t)","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0033","Queechy Lake",202000606,"Lower Hudson River","b(t)","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0044","Round Pond",202000606,"Lower Hudson River","a","pond","IR2_some-uses-supported","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0044","Round Pond",202000606,"Lower Hudson River","a","pond","IR2_some-uses-supported","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1310-0044","Round Pond",202000606,"Lower Hudson River","a","pond","IR2_some-uses-supported","primary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1310-0044","Round Pond",202000606,"Lower Hudson River","a","pond","IR2_some-uses-supported","secondary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1310-0044","Round Pond",202000606,"Lower Hudson River","a","pond","IR2_some-uses-supported","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0044","Round Pond",202000606,"Lower Hudson River","a","pond","IR2_some-uses-supported","source_of_water_supply","IR1_stressed_confirmed","ammonia; chloride; nitrate_nitrite","no","yes","stressed_confirmed"
"1310-0045","Spring Lake",202000606,"Lower Hudson River","b","pond","IR2_some-uses-supported","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0045","Spring Lake",202000606,"Lower Hudson River","b","pond","IR2_some-uses-supported","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1310-0045","Spring Lake",202000606,"Lower Hudson River","b","pond","IR2_some-uses-supported","primary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1310-0045","Spring Lake",202000606,"Lower Hudson River","b","pond","IR2_some-uses-supported","secondary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1310-0045","Spring Lake",202000606,"Lower Hudson River","b","pond","IR2_some-uses-supported","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1310-0045","Spring Lake",202000606,"Lower Hudson River","b","pond","IR2_some-uses-supported","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1311-0006","Duane Lake",202000602,"Lower Hudson River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1311-0006","Duane Lake",202000602,"Lower Hudson River","b","pond","IR5_impaired","fishing","IR3_fully-supported_unconfirmed","nitrite","no","yes","fully-supported_unconfirmed"
"1311-0006","Duane Lake",202000602,"Lower Hudson River","b","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"1311-0006","Duane Lake",202000602,"Lower Hudson River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus","yes","yes","impaired-pollutant_confirmed"
"1311-0006","Duane Lake",202000602,"Lower Hudson River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1311-0006","Duane Lake",202000602,"Lower Hudson River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1311-0007","Thompsons Lake",202000602,"Lower Hudson River","a(t)","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1311-0007","Thompsons Lake",202000602,"Lower Hudson River","a(t)","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1311-0007","Thompsons Lake",202000602,"Lower Hudson River","a(t)","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1311-0007","Thompsons Lake",202000602,"Lower Hudson River","a(t)","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1311-0007","Thompsons Lake",202000602,"Lower Hudson River","a(t)","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1311-0007","Thompsons Lake",202000602,"Lower Hudson River","a(t)","pond","IR3_unassessed","source_of_water_supply","IR3_unassessed","No_Data","no","yes","unassessed"
"1401-0058","Mountain Lake",204010401,"Delaware River","b","pond","IR3_needs-verification","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0058","Mountain Lake",204010401,"Delaware River","b","pond","IR3_needs-verification","fishing","IR3_impaired_unconfirmed","dissolved_oxygen","no","yes","impaired_unconfirmed"
"1401-0058","Mountain Lake",204010401,"Delaware River","b","pond","IR3_needs-verification","primary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen; phosphorus","no","yes","impaired_unconfirmed"
"1401-0058","Mountain Lake",204010401,"Delaware River","b","pond","IR3_needs-verification","secondary_contact_recreation","IR3_impaired_unconfirmed","dissolved_oxygen; phosphorus","no","yes","impaired_unconfirmed"
"1401-0058","Mountain Lake",204010401,"Delaware River","b","pond","IR3_needs-verification","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0058","Mountain Lake",204010401,"Delaware River","b","pond","IR3_needs-verification","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0079","Lochada Lake",204010405,"Delaware River","b","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0079","Lochada Lake",204010405,"Delaware River","b","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1401-0079","Lochada Lake",204010405,"Delaware River","b","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1401-0079","Lochada Lake",204010405,"Delaware River","b","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1401-0079","Lochada Lake",204010405,"Delaware River","b","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0079","Lochada Lake",204010405,"Delaware River","b","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0080","Lake Devenogue/Upper Highland Lake",204010405,"Delaware River","b","pond","IR2_some-uses-supported","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0080","Lake Devenogue/Upper Highland Lake",204010405,"Delaware River","b","pond","IR2_some-uses-supported","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1401-0080","Lake Devenogue/Upper Highland Lake",204010405,"Delaware River","b","pond","IR2_some-uses-supported","primary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1401-0080","Lake Devenogue/Upper Highland Lake",204010405,"Delaware River","b","pond","IR2_some-uses-supported","secondary_contact_recreation","IR1_fully-supported_confirmed","phosphorus","no","yes","fully-supported_confirmed"
"1401-0080","Lake Devenogue/Upper Highland Lake",204010405,"Delaware River","b","pond","IR2_some-uses-supported","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0080","Lake Devenogue/Upper Highland Lake",204010405,"Delaware River","b","pond","IR2_some-uses-supported","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0091","Bodine, Montgomery Lakes",204010405,"Delaware River","b","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0091","Bodine, Montgomery Lakes",204010405,"Delaware River","b","pond","IR5_impaired","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1401-0091","Bodine, Montgomery Lakes",204010405,"Delaware River","b","pond","IR5_impaired","primary_contact_recreation","IR3_impaired_unconfirmed","phosphorus","no","yes","impaired_unconfirmed"
"1401-0091","Bodine, Montgomery Lakes",204010405,"Delaware River","b","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus","yes","no","impaired_unconfirmed"
"1401-0091","Bodine, Montgomery Lakes",204010405,"Delaware River","b","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0091","Bodine, Montgomery Lakes",204010405,"Delaware River","b","pond","IR5_impaired","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0099","York Lake",204010106,"Delaware River","b","pond","IR3_unassessed","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0099","York Lake",204010106,"Delaware River","b","pond","IR3_unassessed","fishing","IR3_unassessed","No_Data","no","yes","unassessed"
"1401-0099","York Lake",204010106,"Delaware River","b","pond","IR3_unassessed","primary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1401-0099","York Lake",204010106,"Delaware River","b","pond","IR3_unassessed","secondary_contact_recreation","IR3_unassessed","No_Data","no","yes","unassessed"
"1401-0099","York Lake",204010106,"Delaware River","b","pond","IR3_unassessed","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0099","York Lake",204010106,"Delaware River","b","pond","IR3_unassessed","source_of_water_supply","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0124","Stump Pond",204010105,"Delaware River","b(t)","pond","IR5_impaired","epa_appended_listing","not-applicable","not-applicable","no","yes","not-applicable"
"1401-0124","Stump Pond",204010105,"Delaware River","b(t)","pond","IR5_impaired","fishing","IR3_unassessed","ammonia","no","yes","unassessed"
"1401-0124","Stump Pond",204010105,"Delaware River","b(t)","pond","IR5_impaired","primary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"1401-0124","Stump Pond",204010105,"Delaware River","b(t)","pond","IR5_impaired","secondary_contact_recreation","IR5_impaired_confirmed","phosphorus","no","yes","impaired-pollutant_confirmed"
"1401-0124","Stump Pond",204010105,"Delaware River","b(t)","pond","IR5_impaired","shellfishing","not-applicable","not-applicable","no","yes","not-applicable"
