PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Owner Type
NY1208168,DELAWARE VALLEY KOA,Transient non-community system,Ground water,Delaware,SIDNEY (T),51,4,Private
NY1622730,DELECTABLES,Transient non-community system,Ground water,Franklin,BANGOR (T),25,3,Private
NY0416422,DELEVAN TWIN DRIVE-IN,Transient non-community system,Ground water,Cattaraugus,YORKSHIRE (T),25,3,Private
NY2600001,DELI AND DOGS CATERING,Transient non-community system,Ground water,Madison,HAMILTON (T),26,4,Private
NY5530061,DELI DIVAS,Transient non-community system,Ground water,Ulster,SHAWANGUNK (T),25,3,Private
NY3904882,DELI LAND,Transient non-community system,Ground water,Putnam,KENT (T),25,3,Private
NY2600018,DELI ON THE GREEN,Transient non-community system,Ground water,Madison,SMITHFIELD (T),26,5,Private
NY1316632,DELS ROADSIDE,Transient non-community system,Ground water,Dutchess,RHINEBECK (T),25,5,Private
NY3208141,DELTA KNOLLS GOLF,Transient non-community system,Ground water,Oneida,ROME (C),129,5,Private
NY3210580,DELTA LAKE STATE PARK,Transient non-community system,Ground water,Oneida,WESTERN (T),200,16,State government
NY2013050,DEMING LAKESIDE TRAILER PARK,Transient non-community system,Ground water,Hamilton,INLET (T),124,3,Private
NY3815568,DENNYS RESTAURANT,Transient non-community system,Ground water,Otsego,ONEONTA (T),75,3,Private
NY2209401,DEPAUVILLE HOTEL,Transient non-community system,Ground water,Jefferson,CLAYTON (T),30,6,Private
NY5614841,DEPE DENE MOTEL,Transient non-community system,Ground water,Warren,LAKE GEORGE (T),185,8,Private
NY1208263,"DEPOSIT MOTEL, LTD.",Transient non-community system,Ground water,Delaware,DEPOSIT (T),50,4,Private
NY1030101,DEPOT DELI,Transient non-community system,Ground water,Columbia,COPAKE (T),25,4,Private
NY5121859,DERING HARBOR CORP,Transient non-community system,Ground water,Suffolk,SHELTER ISLAND (T),250,6,Private
NY3922508,DESMOND FISH LIBRARY,Transient non-community system,Ground water,Putnam,PHILIPSTOWN (T),25,4,Private
NY1830043,DESSERT FIRST,Transient non-community system,Unknown Primary Source,Genesee,PEMBROKE (T),61,2,Private
NY2211791,DEWOLF POINT STATE PARK,Transient non-community system,Surface water,Jefferson,ORLEANS (T),30,9,State government
NY5530006,DHARMA DRUM RETREAT CENTER,Transient non-community system,Ground water,Ulster,SHAWANGUNK (T),45,6,Private
NY3505074,DHARMA SEAL MONASTERY,Transient non-community system,Ground water,Orange,MONTGOMERY (T),76,6,Private
NY5530351,DHARMAKAYA CENTER FOR WELLBEING,Transient non-community system,Ground water,Ulster,WAWARSING (T),25,4,Private
NY5614851,DIAMOND COVE COTTAGES,Transient non-community system,Ground water,Warren,BOLTON (T),190,3,Private
NY1708574,DICK & PEGS NORTHWARD INN,Transient non-community system,Ground water,Fulton,JOHNSTOWN (T),50,6,Private
NY0930077,DICKS COUNTRY STORE,Transient non-community system,Ground water,Clinton,CLINTON  (T),27,6,Private
NY0512101,DILAJS MOTOR INN,Transient non-community system,Ground water,Cayuga,SENNETT (T),45,6,Private
NY3830083,DIMAGGIOS,Transient non-community system,Ground water,Otsego,HARTWICK (T),65,3,Private
NY0307521,DIMMOCK HILL GOLF COURSE,Transient non-community system,Ground water,Broome,CHENANGO (T),25,6,Private
NY5206962,DINGLE DAISY COTTAGES,Transient non-community system,Ground water,Sullivan,THOMPSON (T),70,2,Private
NY4111560,DINGMANS CAMPGROUNDS,Transient non-community system,Ground water,Rensselaer,SCHODACK (T),80,3,Private
NY3530109,DISCOUNT DELI MART & SMOKE SHOP,Transient non-community system,Ground water,Orange,NEWBURGH (T),150,3,Private
NY0730059,DIVERSION BREWING,Transient non-community system,Ground water,Chemung,CHEMUNG (T),25,3,Private
NY5006055,DJS FLAMINGO RESTAURANT,Transient non-community system,Ground water,Steuben,BATH (T),95,3,Private
NY0730009,DJS GOLF COURSE,Transient non-community system,Ground water,Chemung,CHEMUNG (T),25,5,Private
NY1206551,DO DROP INN,Transient non-community system,Ground water,Delaware,HANCOCK (T),25,3,Private
NY5614843,DO-REST COURT INC,Transient non-community system,Ground water,Warren,LAKE GEORGE (T),60,2,Private
NY5619506,DOCKSIDER RESTAURANT,Transient non-community system,Ground water,Warren,QUEENSBURY (T),100,7,Private
NY5122765,DODARO CONSTRUCTION,Transient non-community system,Ground water,Suffolk,BROOKHAVEN (T),17,3,Private
NY4421274,DODGE POND INC,Transient non-community system,Ground water,St. Lawrence,FINE (T),100,7,Private
NY2013067,DODGES MOONLIGHT BAY,Transient non-community system,Ground water,Hamilton,LAKE PLEASANT (T),38,3,Private
NY1030310,DOG WOOD FARM LLC,Transient non-community system,Ground water,Columbia,CHATHAM (T),25,4,Private
NY1901860,DOHERTYS MOUNTAINVIEW CAMPGR.,Transient non-community system,Ground water,Greene,CAIRO (T),400,11,Private
NY2130043,DOLGEVILLE ROD & GUN CLUB,Transient non-community system,Ground water,Herkimer,MANHEIM (T),250,3,Private
NY1030274,DOLLAR GENERAL,Transient non-community system,Ground water,Columbia,KINDERHOOK (T),25,4,Local government
NY4630052,DOLLAR GENERAL,Transient non-community system,Ground water,Schenectady,DELANSON (V),100,3,Private
NY4430228,DOLLAR GENERAL # 19679 (PITCAIRN),Transient non-community system,Ground water,St. Lawrence,PITCAIRN (T),25,4,Private
NY5230202,DOLLAR GENERAL #14321 - BETHEL,Transient non-community system,Ground water,Sullivan,BETHEL (T),25,3,Private
NY1930102,DOLLAR GENERAL #14745 - CAIRO,Transient non-community system,Ground water,Greene,CAIRO (T),25,3,Private
NY5230207,DOLLAR GENERAL #15110 - MAMAKATING,Transient non-community system,Ground water,Sullivan,MAMAKATING (T),25,3,Private
NY0330096,DOLLAR GENERAL #15675 - WEST WINDSOR,Transient non-community system,Ground water,Broome,WINDSOR (T),25,4,Private
NY5230213,DOLLAR GENERAL #15815 - DELAWARE,Transient non-community system,Ground water,Sullivan,JEFFERSONVILLE (V),25,3,Private
NY1921950,DOLLAR GENERAL #15881 - PALENVILLE,Transient non-community system,Ground water,Greene,CATSKILL (T),25,4,Private
NY5230225,DOLLAR GENERAL #15950 - HIGHLAND,Transient non-community system,Ground water,Sullivan,HIGHLAND (T),25,3,Private
NY0630145,DOLLAR GENERAL #16085 - CASSADAGA,Transient non-community system,Ground water,Chautauqua,CASSADAGA (V),100,3,Private
NY1930109,DOLLAR GENERAL #16748 - ATHENS,Transient non-community system,Ground water,Greene,ATHENS (T),25,3,Private
NY5230230,DOLLAR GENERAL #16890 - THOMPSON,Transient non-community system,Ground water,Sullivan,THOMPSON (T),365,3,Private
NY1930105,DOLLAR GENERAL #17472 - DURHAM,Transient non-community system,Ground water,Greene,DURHAM (T),25,3,Private
NY0630149,DOLLAR GENERAL #17957 - GREENHURST,Transient non-community system,Unknown Primary Source,Chautauqua,ELLERY (T),25,2,Private
NY0330100,DOLLAR GENERAL #18376 - CONKLIN,Transient non-community system,Ground water,Broome,CONKLIN (T),25,6,Private
NY0630136,DOLLAR GENERAL #18496 - BEMUS POINT,Transient non-community system,Ground water,Chautauqua,ELLERY (T),100,3,Private
NY0330102,DOLLAR GENERAL #18570 - AIRPORT ROAD,Transient non-community system,Ground water,Broome,MAINE (T),25,4,Private
NY5230239,DOLLAR GENERAL #18717 - NEVERSINK,Transient non-community system,Ground water,Sullivan,NEVERSINK (T),200,3,Private
NY0630142,DOLLAR GENERAL #18952 - FINDLEY LAKE,Transient non-community system,Ground water,Chautauqua,MINA (T),100,3,Private
NY0630143,DOLLAR GENERAL #19335 - ASHVILLE,Transient non-community system,Ground water,Chautauqua,NORTH HARMONY (T),50,3,Private
NY1450057,DOLLAR GENERAL #19760,Transient non-community system,Ground water,Erie,WALES (T),25,4,Private
NY1230062,DOLLAR GENERAL #19989 - MASONVILLE,Transient non-community system,Ground water,Delaware,MASONVILLE (T),25,3,Private
NY3830151,DOLLAR GENERAL #20258 - MILFORD,Transient non-community system,Ground water,Otsego,MILFORD (T),25,3,Private
NY0330106,DOLLAR GENERAL #20396 - NY ROUTE 12,Transient non-community system,Ground water,Broome,CHENANGO (T),25,2,Private
NY0430095,DOLLAR GENERAL #6383,Transient non-community system,Ground water,Cattaraugus,GREAT VALLEY (T),25,3,Private
NY3530178,DOLLAR GENERAL (OTISVILLE),Transient non-community system,Ground water,Orange,MOUNT HOPE (T),30,3,Private
NY0801130,DOLLAR GENERAL - AFTON,Transient non-community system,Ground water,Chenango,AFTON (V),25,3,Private
NY0930205,DOLLAR GENERAL - BEEKMANTOWN,Transient non-community system,Ground water,Clinton,BEEKMANTOWN (T),25,3,Private
NY5030134,DOLLAR GENERAL - CATON,Transient non-community system,Ground water,Steuben,CATON (T),25,3,Private
NY3830141,DOLLAR GENERAL - EDMESTON,Transient non-community system,Ground water,Otsego,EDMESTON (T),25,3,Private
NY0930203,DOLLAR GENERAL - ELLENBURG,Transient non-community system,Ground water,Clinton,ELLENBURG (T),25,4,Private
NY1600361,DOLLAR GENERAL - FORT COVINGTON,Transient non-community system,Ground water,Franklin,FORT COVINGTON (T),25,5,Private
NY0430125,DOLLAR GENERAL - HINSDALE,Transient non-community system,Ground water,Cattaraugus,HINSDALE (T),25,3,Private
NY5030133,DOLLAR GENERAL - JASPER,Transient non-community system,Ground water,Steuben,JASPER (T),25,3,Private
NY0430126,DOLLAR GENERAL - MACHIAS,Transient non-community system,Ground water,Cattaraugus,MACHIAS (T),25,3,Private
NY0930220,DOLLAR GENERAL - MOOERS,Transient non-community system,Ground water,Clinton,MOOERS (T),25,3,Private
NY0842019,DOLLAR GENERAL - MT. UPTON,Transient non-community system,Ground water,Chenango,GUILFORD (T),25,4,Private
NY0730053,DOLLAR GENERAL 15843 PINE VALLEY,Transient non-community system,Ground water,Chemung,VETERAN (T),25,3,Private
NY0730054,DOLLAR GENERAL 16566 BREESPORT,Transient non-community system,Ground water,Chemung,HORSEHEADS (T),25,3,Private
NY0730056,DOLLAR GENERAL 19976 BEAVER DAMS,Transient non-community system,Ground water,Chemung,CATLIN (T),25,3,Private
NY0730057,DOLLAR GENERAL 20329 PINE CITY,Transient non-community system,Ground water,Chemung,SOUTHPORT (T),25,3,Private
NY3781121,DOLLAR GENERAL ALTMAR,Transient non-community system,Ground water,Oswego,ALBION  (T),25,3,Private
NY5730141,DOLLAR GENERAL ARGYLE #16472,Transient non-community system,Ground water,Washington,ARGYLE (T),25,3,Private
NY5630143,DOLLAR GENERAL CHESTERTOWN #16739,Transient non-community system,Ground water,Warren,CHESTER (T),25,3,Private
NY3530302,DOLLAR GENERAL CUDDEBACKVILLE,Transient non-community system,Ground water,Orange,DEERPARK (T),25,3,Private
NY1230058,DOLLAR GENERAL DAVENPORT #18914,Transient non-community system,Ground water,Delaware,DAVENPORT (T),25,3,Private
NY5430072,DOLLAR GENERAL DRYDEN,Transient non-community system,Ground water,Tompkins,DRYDEN (T),50,6,Private
NY5430080,DOLLAR GENERAL ENFIELD,Transient non-community system,Ground water,Tompkins,,100,6,Private
NY5430091,DOLLAR GENERAL FREEVILLE,Transient non-community system,Ground water,,,25,3,Private
NY4530274,DOLLAR GENERAL GALWAY #19431,Transient non-community system,Ground water,Saratoga,GALWAY (T),25,3,Private
NY4530270,DOLLAR GENERAL GANSEVOORT #16997,Transient non-community system,Ground water,Saratoga,NORTHUMBERLAND (T),25,3,Private
NY0872219,DOLLAR GENERAL GREENE,Transient non-community system,Ground water,Chenango,GREENE (T),25,4,Private
NY5730158,DOLLAR GENERAL HARTFORD #21449,Transient non-community system,Unknown Primary Source,Washington,HARTFORD (T),25,2,Private
NY5630149,DOLLAR GENERAL LAKE GEORGE #19808,Transient non-community system,Ground water,Warren,LAKE GEORGE (T),25,3,Private
NY2600032,DOLLAR GENERAL MADISON,Transient non-community system,Ground water,Madison,MADISON (T),26,10,Private
NY4530264,DOLLAR GENERAL MILTON #15734,Transient non-community system,Ground water,Saratoga,MILTON (T),25,3,Private
NY5530346,DOLLAR GENERAL MODENA,Transient non-community system,Ground water,Ulster,PLATTEKILL (T),25,3,Private
NY4430221,DOLLAR GENERAL NICHOLVILLE #17768,Transient non-community system,Ground water,St. Lawrence,HOPKINTON (T),25,4,Private
NY3781123,DOLLAR GENERAL PALERMO,Transient non-community system,Ground water,Oswego,PALERMO (T),25,5,Private
NY3730196,DOLLAR GENERAL PARISH,Transient non-community system,Ground water,Oswego,PARISH (V),25,7,Local government
NY1830044,DOLLAR GENERAL PAVILION,Transient non-community system,Ground water,Genesee,PAVILION (T),26,3,Private
NY5530350,DOLLAR GENERAL PLATTEKILL,Transient non-community system,Ground water,Ulster,PLATTEKILL (T),25,3,Private
NY0801209,DOLLAR GENERAL PLYMOUTH,Transient non-community system,Ground water,Chenango,PLYMOUTH (T),25,7,Private
NY3307344,DOLLAR GENERAL POMPEY,Transient non-community system,Ground water,Onondaga,POMPEY (T),50,7,Private
NY5530348,DOLLAR GENERAL ROUTE 28,Transient non-community system,Ground water,Ulster,KINGSTON (T),25,3,Private
NY4130366,DOLLAR GENERAL STEPHENTOWN,Transient non-community system,Ground water,Rensselaer,STEPHENTOWN (T),100,3,Private
NY3290113,DOLLAR GENERAL STEUBEN,Transient non-community system,Ground water,Oneida,STEUBEN (T),25,3,Private
NY1600354,DOLLAR GENERAL STORE #16269 - MOIRA,Transient non-community system,Ground water,Franklin,MOIRA (T),50,5,Private
NY6050026,DOLLAR GENERAL STRYKERSVILLE,Transient non-community system,Ground water,Wyoming,SHELDON (T),25,3,Private
NY4130355,DOLLAR GENERAL(BERLIN),Transient non-community system,Ground water,Rensselaer,BERLIN (T),100,3,Private
NY1730088,DOLLAR GENERAL-CAROGA,Transient non-community system,Ground water,Fulton,CAROGA (T),25,3,Private
NY0214599,DOLLAR GENERAL-CUBA,Transient non-community system,Ground water,Allegany,CUBA (T),25,3,Private
NY0232120,DOLLAR GENERAL-RUSHFORD STORE #17999,Transient non-community system,Ground water,Allegany,RUSHFORD (T),25,3,Private
NY5030123,DOMAINE LESEURRE,Transient non-community system,Unknown Primary Source,Steuben,WAYNE (T),25,2,Private
NY3218911,DOMENICOS GOLF COURSE INC. (DW),Transient non-community system,Ground water,Oneida,WHITESTOWN (T),123,4,Private
NY5509907,DOMENICOS PIZZA,Transient non-community system,Ground water,Ulster,PLATTEKILL (T),25,3,Private
NY3208347,DOMINICKS ITALIAN BISTRO,Transient non-community system,Ground water,Oneida,BRIDGEWATER (V),120,9,Private
NY5630146,DOMINO MOTOR INN,Transient non-community system,Ground water,Warren,LAKE GEORGE (T),25,3,Private
NY5530205,DON JUAN MEXICAN RESTAURANT INC,Transient non-community system,Ground water,Ulster,WAWARSING (T),175,5,Private
NY1613574,DONALDSONS CAMPGROUND,Transient non-community system,Ground water,Franklin,SANTA CLARA  (T),200,12,Private
NY5030046,DONNAS MAIN ST MARKET&DELI,Transient non-community system,Ground water,Steuben,WOODHULL (T),25,3,Private
NY2109874,"DONUT SHOP, THE",Transient non-community system,Ground water,Herkimer,WEBB (T),25,9,Private
NY0311229,DORCHESTER PARK,Transient non-community system,Ground water,Broome,TRIANGLE (T),200,14,Private
NY5130026,DORY RESTAURANT,Transient non-community system,Ground water,Suffolk,SHELTER ISLAND (T),250,3,Private
NY3520582,DOS AMIGOS,Transient non-community system,Ground water,Orange,WALLKILL (T),90,8,Private
NY3917352,DOT & JOES DELI/MR. GUGS,Transient non-community system,Ground water,Putnam,KENT (T),30,3,Private
NY2030007,DOUBLE EAGLE / INLET GOLF COURSE,Transient non-community system,Ground water,Hamilton,INLET (T),25,4,Private
NY3720606,DOUBLE EAGLE LODGE OF PULASKI LLC,Transient non-community system,Ground water,Oswego,ALBION  (T),40,5,Private
NY5530267,DOUBLE S PETROLEUM / KRS BOICEVILLE,Transient non-community system,Ground water,Ulster,OLIVE (T),25,4,Private
NY5335746,DOUBLE SCOOPS ICE CREAM,Transient non-community system,Ground water,Tioga,OWEGO (T),50,4,Private
NY4504798,DOUBLE VISION,Transient non-community system,Ground water,Saratoga,CLIFTON PARK (T),100,3,Private
NY0907683,DOUGLAS CORP - BEACH SYSTEM,Transient non-community system,Ground water,Clinton,BLACK BROOK (T),237,13,Private
NY0930218,DOUGLAS CORP - CABINS SYSTEM,Transient non-community system,Ground water,Clinton,BLACK BROOK (T),50,3,Private
NY1330250,DOVER MOBIL,Transient non-community system,Ground water,Dutchess,DOVER (T),26,8,Private
NY1330041,DOVER RECREATION (BOYCE PARK),Transient non-community system,Ground water,Dutchess,DOVER (T),61,6,Private
NY1330197,DOVER TOWN HALL & HIGHWAY DEPT,Transient non-community system,Ground water,Dutchess,DOVER (T),40,3,Local government
NY1330755,DOVER VETERANS MEMORIAL LIBRARY,Transient non-community system,Ground water,Dutchess,DOVER (T),28,3,Local government
NY3702223,DOWIEDALE CAMPGROUNDS,Transient non-community system,Ground water,Oswego,MEXICO (T),800,8,Private
NY1222037,DOWNSVILLE MOTEL,Transient non-community system,Ground water,Delaware,COLCHESTER (T),60,6,Private
NY2405527,DOYLES PUB & RESTAURANT,Transient non-community system,Ground water,Lewis,LOWVILLE (T),50,6,Private
NY4308718,DR DAVIES FARM,Transient non-community system,Ground water,Rockland,CLARKSTOWN (T),25,4,Private
NY1120191,DRAGON FYRE DISTILLERY,Transient non-community system,Ground water,Cortland,MARATHON (T),26,3,Local government
NY2013043,DRAKES INN,Transient non-community system,Ground water,Hamilton,INLET (T),48,6,Private
NY0330078,DREAM CATCHER ESTATES,Transient non-community system,Ground water,Broome,SANFORD (T),25,6,Private
NY6011933,DREAM LAKE CAMPGROUND,Transient non-community system,Ground water,Wyoming,WARSAW (T),225,8,Private
NY3912003,"DREWVILLE MART, INC.",Transient non-community system,Ground water,Putnam,SOUTHEAST (T),300,3,Private
NY2609926,DRIFT IN,Transient non-community system,Ground water,Madison,DERUYTER (V),25,4,Private
NY0505514,DRIFTERS ON OWASCO LAKE,Transient non-community system,Groundwater under influence of surface water,Cayuga,VENICE (T),25,18,Private
NY3708028,DRIFTWOOD MOTEL,Transient non-community system,Groundwater under influence of surface water,Oswego,RICHLAND (T),40,9,Private
NY1719677,DRIFTWOOD PARK,Transient non-community system,Ground water,Fulton,MAYFIELD (T),91,5,Private
NY4915280,DRIFTWOOD TOURIST HOME,Transient non-community system,Groundwater under influence of surface water,Seneca,OVID (V),25,5,Private
NY3706707,DRIVEWAY INN,Transient non-community system,Ground water,Oswego,PALERMO (T),80,8,Private
NY2209403,DRY HILL SKI AREA,Transient non-community system,Ground water,Jefferson,WATERTOWN (T),50,5,Private
NY0616528,DRYBROOK RESTAURANT,Transient non-community system,Ground water,Chautauqua,POLAND (T),25,3,Private
NY5430035,DRYDEN SUBWAY,Transient non-community system,Ground water,Tompkins,DRYDEN (T),100,3,Private
NY5430058,"DRYDEN VETERANS MEMORIAL HOME, INC.",Transient non-community system,Ground water,Tompkins,DRYDEN (T),50,8,Private
NY1206545,DS PIZZERIA,Transient non-community system,Ground water,Delaware,WALTON (T),38,3,Private
NY4603088,DUANESBURG DINER & RESTAURANT,Transient non-community system,Ground water,Schenectady,DUANESBURG (T),100,8,Private
NY5207501,DUBBINS BUNGALOWS,Transient non-community system,Ground water,Sullivan,BETHEL (T),136,5,Private
NY2113106,DUFFYS AT THE GLENMORE,Transient non-community system,Ground water,Herkimer,WEBB (T),150,9,Private
NY0530055,DUGANS COUNTRY GRILL,Transient non-community system,Ground water,Cayuga,SCIPIO (T),25,4,Private
NY4514091,DUN LOGGING CAMP SITE,Transient non-community system,Ground water,Saratoga,PROVIDENCE (T),180,9,Private
NY4130293,DUNCO INC,Transient non-community system,Ground water,Rensselaer,HOOSICK (T),250,4,Private
NY5612640,DUNHAMS BAY LODGE,Transient non-community system,Ground water,Warren,QUEENSBURY (T),150,9,Private
NY1730062,DUNKIN DONUTS,Transient non-community system,Ground water,Fulton,MAYFIELD (T),25,4,Private
NY3920004,DUNKIN DONUTS,Transient non-community system,Ground water,Putnam,SOUTHEAST (T),25,6,Private
NY5509801,DUNKIN DONUTS,Transient non-community system,Ground water,Ulster,PLATTEKILL (T),25,3,Private
NY1330129,DUNKIN DONUTS,Transient non-community system,Ground water,Dutchess,WAPPINGER (T),101,5,Private
NY5230219,DUNKIN DONUTS & CARDINAL SQUARE,Transient non-community system,Ground water,Sullivan,THOMPSON (T),25,4,Private
NY1330630,DUNKIN DONUTS (PLEASANT VALLEY),Transient non-community system,Ground water,Dutchess,PLEASANT VALLEY (T),31,3,Private
NY5230214,DUNKIN DONUTS - BETHEL,Transient non-community system,Ground water,Sullivan,BETHEL (T),25,3,Private
NY5730038,DUNKIN DONUTS - GREENWICH,Transient non-community system,Ground water,Washington,GREENWICH (T),100,3,Private
NY4530169,DUNKIN DONUTS - MALTA,Transient non-community system,Ground water,Saratoga,MALTA (T),800,3,Private
NY4530213,DUNKIN DONUTS - WILTON,Transient non-community system,Ground water,Saratoga,WILTON (T),32,4,Private
NY1330523,DUNKIN DONUTS PV SALT POINT,Transient non-community system,Ground water,Dutchess,PLEASANT VALLEY (T),35,4,Private
NY1330541,DUNKIN DONUTS ROUTE 55,Transient non-community system,Ground water,Dutchess,BEEKMAN  (T),75,3,Private
NY3907009,"DUNKIN DONUTS, MAHOPAC",Transient non-community system,Ground water,Putnam,CARMEL (T),25,3,Private
NY3530021,DUNKIN DONUTS/NEWBURGH,Transient non-community system,Ground water,Orange,NEWBURGH (T),175,3,Private
NY4522871,DUNNING STREET STATION,Transient non-community system,Ground water,Saratoga,MALTA (T),60,17,Private
NY1902600,DURHAM ELEMENTARY SCHOOL,Transient non-community system,Ground water,Greene,DURHAM (T),25,5,Public/Private
NY3902015,DURLAND SCOUT CAMP CABIN CLUSTER B,Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),25,3,Private
NY3902016,DURLAND SCOUT CAMP CABIN CLUSTER C,Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),25,3,Private
NY3902018,DURLAND SCOUT CAMP CAMP MASTER,Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),25,3,Private
NY3902017,DURLAND SCOUT CAMP CLUSTER D,Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),25,3,Private
NY3921756,DURLAND SCOUT CAMP RANGER HOUSE,Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),25,3,Private
NY3902020,DURLAND SCOUT CAMP SITE 34,Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),25,3,Private
NY3902019,DURLAND SCOUT CAMP SITE 42,Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),25,3,Private
NY3902014,DURLAND SCOUT CAMP SPERLING,Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),25,3,Private
NY1330100,DUTCHESS COUNTY AIRPORT TERMINAL,Transient non-community system,Ground water,Dutchess,WAPPINGER (T),32,20,Private
NY1330278,DUTCHESS COUNTY AUTO CENTER,Transient non-community system,Ground water,Dutchess,HYDE PARK (T),37,7,Private
NY1312459,DUTCHESS MOTOR LODGE,Transient non-community system,Ground water,Dutchess,DOVER (T),25,3,Private
NY4109003,DUTCHHAVEN GOLF COURSE,Transient non-community system,Ground water,Rensselaer,HOOSICK FALLS (V),50,5,Private
NY1330724,DUTCHS SPIRITS DISTILLERY,Transient non-community system,Ground water,Dutchess,PINE PLAINS (T),65,5,Private
NY5205319,DUTCHS TAVERN,Transient non-community system,Ground water,Sullivan,THOMPSON (T),40,3,Private
NY1117443,DWYER MEMORIAL PARK,Transient non-community system,Ground water,Cortland,PREBLE (T),200,8,Local government
NY5206952,DYNASTY COTTAGES/17B COTTAGES,Transient non-community system,Ground water,Sullivan,MONTICELLO (V),25,7,Private
NY5811298,E. FREMOUW & SON #2,Transient non-community system,Ground water,Wayne,SODUS (T),29,3,Private
NY3530145,E.Z.R. DELI,Transient non-community system,Ground water,Orange,DEERPARK (T),30,4,Private
NY2110528,EAGLE BAY PARK ASSOCIATION,Transient non-community system,Ground water,Herkimer,WEBB (T),300,7,Private
NY2109871,EAGLE BAY TAVERN,Transient non-community system,Ground water,Herkimer,WEBB (T),32,7,Private
NY2108896,EAGLE BAY VILLAGE,Transient non-community system,Ground water,Herkimer,WEBB (T),100,9,Private
NY4503942,EAGLE CREST GOLF CLUB,Transient non-community system,Ground water,Saratoga,CLIFTON PARK (T),150,3,Private
NY5130153,EAGLE DELI (FNA WEST NECK ISLAND MARKET),Transient non-community system,Ground water,Suffolk,SHELTER ISLAND (T),50,3,Private
NY3907006,"EAGLE GAS AND DIESEL, INC.",Transient non-community system,Ground water,Putnam,SOUTHEAST (T),25,4,Private
NY5830005,EAGLE ISLAND HOMEOWNERS ASSOC,Transient non-community system,Surface water,Wayne,HURON (T),200,4,Private
NY5618464,EAGLE POINT STATE CAMPSITES,Transient non-community system,Ground water,Warren,CHESTER (T),200,6,State government
NY5206997,EAGLES NEST,Transient non-community system,Ground water,Sullivan,MAMAKATING (T),165,4,Private
NY1913370,EARLTON HILL FAMILY CAMPGROUND,Transient non-community system,Ground water,Greene,COXSACKIE (T),276,11,Private
NY4504785,EARLY BIRDS,Transient non-community system,Ground water,Saratoga,GALWAY (V),100,4,Private
NY1222496,EAST BRANCH COUNTRY STORE,Transient non-community system,Ground water,Delaware,HANCOCK (T),26,3,Private
NY4430019,EAST BRANCH INN,Transient non-community system,Ground water,St. Lawrence,OSWEGATCHIE (T),65,6,Private
NY1218944,"EAST BRANCH MOTEL, INC.",Transient non-community system,Ground water,Delaware,HANCOCK (T),49,4,Private
NY1219084,EAST BRANCH REST AREA 17 WEST,Transient non-community system,Ground water,Delaware,HANCOCK (T),250,5,State government
NY1730020,EAST CANADA STOP AND SHOP,Transient non-community system,Ground water,Fulton,STRATFORD (T),25,13,Private
NY1015359,EAST CHATHAM FOOD COMPANY,Transient non-community system,Ground water,Columbia,CANAAN (T),58,3,Private
NY1330328,EAST FISHKILL GOLF CENTER,Transient non-community system,Ground water,Dutchess,EAST FISHKILL (T),75,5,Private
NY1330161,EAST FISHKILL PROVISIONS,Transient non-community system,Ground water,Dutchess,EAST FISHKILL (T),100,3,Private
NY4111586,EAST GREENBUSH TOWN PARK,Transient non-community system,Ground water,Rensselaer,EAST GREENBUSH (T),140,5,Local government
NY5101567,EAST HAMPTON POINT,Transient non-community system,Ground water,Suffolk,EAST HAMPTON (V),100,15,Private
NY2430062,EAST ROAD ADULT HOME,Transient non-community system,Ground water,Lewis,LOWVILLE (T),30,3,Private
NY1208169,EAST SIDNEY LAKE PARK,Transient non-community system,Ground water,Delaware,SIDNEY (T),205,4,Local government
NY5530359,EAST VALLEY RANCH,Transient non-community system,Ground water,Ulster,DENNING (T),25,5,Private
NY0330059,EASTERN BROOME SENIOR CENTER,Transient non-community system,Ground water,Broome,COLESVILLE (T),25,4,Private
NY5130217,"EASTERN ENVIRONMENTAL SOLUTIONS, LLC",Transient non-community system,Ground water,Suffolk,,35,3,Private
NY2505848,EASTON'S FOOD AND DRINK,Transient non-community system,Ground water,Livingston,LIMA (V),60,8,Private
NY5130192,EASTPORT ANIMAL HOSPITAL,Transient non-community system,Ground water,Suffolk,BROOKHAVEN (T),50,4,Private
NY0801614,ECHO LAKE CAMPGROUND,Transient non-community system,Ground water,Chenango,COVENTRY (T),240,15,Private
NY4430037,ECHOES ON THE LAKE LLC,Transient non-community system,Ground water,St. Lawrence,MORRISTOWN (T),25,7,Private
NY1822316,ECONO LODGE,Transient non-community system,Ground water,Genesee,PEMBROKE (T),73,7,Private
NY5507832,ECONOLODGE,Transient non-community system,Ground water,Ulster,NEW PALTZ (T),72,5,Private
NY3501920,ECONOMY INN NEWBURGH,Transient non-community system,Ground water,Orange,NEWBURGH (T),65,3,Private
NY3501922,ECONOMY INN WALLKILL,Transient non-community system,Ground water,Orange,WALLKILL (T),25,3,Private
