seg_id,waterbody,description,win,huc_10,basin_name,subbasin_name,region,county_name,class,water_type,waterbody_size,waterbody_size_units,segment_assessment,segment_ir_number,use,use_assessment,use_ir_number,parameter,listing_agency
1104-0175,Tribs to Lake Pleasant,entire length of all tribs to the lake,H-369..P313-,0202000203,Upper Hudson River,Hudson Headwaters,5,Hamilton,c(t),flow,0,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0176,Echo Lake,entire lake,H-369..P313-4-P315-5-P317,0202000203,Upper Hudson River,Hudson Headwaters,5,Hamilton,c,pond,64.1,Acres,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0177,Towns Brook and tribs,entire stream and tribs,H-370,0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,c,flow,8.1,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,dissolved_oxygen; ph,NYSDEC
1104-0178,Stones Pond,entire lake,H-370-P317a,0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,c,pond,9.8,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0179,Bullhead Pond,entire lake,H-370-P320,0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,c,pond,4.9,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0180,Second Lake,entire lake,H-370-P322,0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,b,pond,26.6,Acres,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0181,Minor Lakes trib to Lake Luzerne,total area of selected lakes,H-370-P324 thru P331 (selected),0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,c,pond,63.9,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0182,Fourth Lake,entire lake,H-370-P325,0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,b,pond,50.4,Acres,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0183,Stewart Brook and tribs,entire stream and tribs,H-370-P325- 1,0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,c(t),flow,21.8,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0184,Lake Forest,entire lake,H-370-P328,0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,b,pond,30.7,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0185,Lake Vanare,entire lake,H-370-P329a,0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,b,pond,35.8,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0186,Minor Tribs to Upper Hudson,"total length of select tribs, fr Sacandaga to Schroon R",H-371 thru 390 (selected),0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,c,flow,113.4,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,dissolved_oxygen; ph,NYSDEC
1104-0187,Lens Lake,entire lake,H-383-4-P332,0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,c(t),pond,53.6,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0188,"Little, Wolf, Coon and Number Nine Ponds",total areas of all selected lakes,"H-383-P333,P334,-389-P335,P336",0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,c,pond,40.8,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0189,"Schroon River, Lower, and minor tribs","stream and tribs, from abv Warrensburg to Schroon Lake",H-391 (portion 2),0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,a,flow,100.8,Miles,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0190,"Schroon River, Upper, and tribs","stream and minor tribs, from Schroon Lake to N.Hudson",H-391 (portion 4),0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,c,flow,50.9,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,ph,NYSDEC
1104-0191,"Schroon River, Upper, and tribs",stream and tribs above North Hudson,H-391 (portion 5),0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,c(t),flow,135.5,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,dissolved_oxygen; ph,NYSDEC
1104-0192,"Big Brook, Upper, and tribs",stream and tribs above Warrensburg,H-391- 3,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,aa(t),flow,9.3,Miles,IR3_needs-verification,3,source_of_water_supply,IR3_impaired_unconfirmed,3,iron,NYSDEC
1104-0193,Forest Lake,entire lake,H-391-14-1-P340,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,a,pond,24.4,Acres,IR2_some-uses-supported,1,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0194,Sherman Pond,entire lake,H-391-27-P341,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,a,pond,103.8,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0195,"Burnt Pond, Crystal Lake",total area of both lakes,"H-391-29-P342,P343",0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,a,pond,101.3,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0196,Streeter Pond,entire lake,H-391-29-P342-3-P344,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,c,pond,12.1,Acres,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0197,Brant Lake Outlet and tribs,entire stream and tribs,H-391-31,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,aa-special,flow,1.4,Miles,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0198,Minor Tribs to Brant Lake,total length of selected tribs to lake,H-391-31-P347-,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,aa-special,flow,37.7,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0199,Spuytenduivel Brook and tribs,entire stream and tribs,H-391-31-P347- 7,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,aa-special,flow,33.1,Miles,IR3_needs-verification,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0200,Minor Lake Tribs to Brant Lake Watershed,total area of all selected lakes,"H-391-31-P348 thru P355,P414",0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,aa-special,pond,242.3,Acres,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,dissolved_oxygen,NYSDEC
1104-0201,Chester Creek and tribs,entire stream and selected/smaller tribs,H-391-33,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,c(t),flow,28.9,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0202,Bolster Creek and tribs,entire stream and tribs,H-391-33-5,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,aa(t),flow,7.7,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0203,Tripp Pond,entire lake,H-391-33-5..P358,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,aa,pond,48.2,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0204,Alligator Pond,entire lake,H-391-33-7-P360a,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,c,pond,15.8,Acres,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0205,Friends Lake,entire lake,H-391-33-8-P365,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,aa-special,pond,449,Acres,IR2_some-uses-supported,1,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0206,Faxonx Pond,entire lake,H-391-33-P360,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,b,pond,11,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0207,"Sullivan, Palmer Ponds, Mt Spring  Lake",total area of all three lakes,"H-391-33..P366,P368,P369",0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,aa-special,pond,124.3,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0208,Valentine Pond,entire lake,H-391-35-P370,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,a,pond,97.4,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0209,"Smith, Densmore Ponds",total area of both ponds,"H-391-36-P371,P372",0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,a,pond,42.1,Acres,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0210,"Trout Brook, Lower, and tribs",stream and tribs from mouth to Olmstedville,H-391-P374- 1,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,c(t),flow,32.2,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0211,"Trout Brook, Upper, and tribs",stream and tribs above Olmstedville,H-391-P374- 1,0202000106,Upper Hudson River,Hudson Headwaters,5,Essex,c(t),flow,58.9,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0212,Warner Pond,entire lake,H-391-P374- 1- 1-P375,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,b,pond,28.4,Acres,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0213,Andrew Pond,entire lake,H-391-P374- 1- 2-P376,0202000106,Upper Hudson River,Hudson Headwaters,5,Warren,aa,pond,8.6,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0214,Minerva Stream and tribs,entire stream and tribs,H-391-P374- 1- 6,0202000106,Upper Hudson River,Hudson Headwaters,5,Essex,c(t),flow,77.4,Miles,IR3_needs-verification,3,fishing,IR3_fully-supported_unconfirmed,3,dissolved_oxygen; ph,NYSDEC
1104-0215,Oliver Pond,entire lake,H-391-P374- 1- 6-13-P385,0202000106,Upper Hudson River,Hudson Headwaters,5,Essex,c(t),pond,44.5,Acres,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0216,Hewitt Pond,entire lake,H-391-P374- 1- 6-16-P388,0202000106,Upper Hudson River,Hudson Headwaters,5,Essex,b(t),pond,170.3,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0217,"Muller, Bigsby Ponds",total area of both lakes,"H-391-P374- 1-16-P394,P395",0202000106,Upper Hudson River,Hudson Headwaters,5,Essex,c,pond,93.1,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0218,Thurman Pond,entire lake,H-391-P374- 5-P402,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,b,pond,98.1,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0219,Horseshoe Pond,entire lake,H-391-P374- 7-P403,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,aa,pond,41.6,Acres,IR3_unassessed,3,source_of_water_supply,IR3_unassessed,3,No_Data,NYSDEC
1104-0220,Bullet Pond,entire lake,H-391-P374- 8-3-P404,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,c,pond,30.7,Acres,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0221,North Pond,entire lake,H-391-P374- 8-P405,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,a,pond,27.1,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0222,Big Pond,entire lake,H-391-P374- 8-P406,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,a,pond,62.2,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0223,Mill Brook and tribs,entire stream and tribs,H-391-P374-11,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,c(t),flow,33.8,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0224,Whortleberry Pond,entire lake,H-391-P374-11..P411,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,a,pond,47.9,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0225,Pharaoh Lake,entire lake,H-391-P374-11..P412,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,a,pond,418.4,Acres,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0226,Alder Creek and tribs,entire stream and tribs,H-391..37,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,c(t),flow,20,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0227,Goose Pond,entire lake,H-391..37-4-P419,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,a,pond,65.8,Acres,IR3_unassessed,3,source_of_water_supply,IR3_unassessed,3,No_Data,NYSDEC
1104-0228,Minor Lake Tribs to Alder Cr Watershed,total area of all selected lakes,H-391..37-P418 thru P430 (selected),0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,a,pond,104.3,Acres,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0229,"Alder, Crane Ponds",total area of both lakes,"H-391..37-P420,P421",0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,a,pond,164.5,Acres,IR4a_impaired,4a,primary_contact_recreation,IR3_impaired_unconfirmed,3,mercury,NYSDEC
1104-0230,Rock Pond,entire lake,H-391..37-P421-1-P424,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,a,pond,57.5,Acres,IR3_needs-verification,3,primary_contact_recreation,IR3_fully-supported_unconfirmed,3,phosphorus,NYSDEC
1104-0231,Paradox Creek and tribs,entire stream and tribs,H-391..39,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,c(ts),flow,50.5,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0232,Paradox Lake,entire lake,H-391..39-P432,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,aa(t),pond,931.6,Acres,IR3_needs-verification,3,source_of_water_supply,IR3_fully-supported_unconfirmed,3,arsenic; chloride; iron; magnesium; manganese; sulfate,NYSDEC
1104-0233,Johnson Pond,entire lake,H-391..39-P432-2-P434,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,c,pond,83.6,Acres,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,dissolved_oxygen,NYSDEC
1104-0234,Pyramid Lake,entire lake,H-391..39-P432..P437,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,aa,pond,152.6,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0235,Eagle Lake,entire lake,H-391..39-P432..P438,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,b,pond,424.4,Acres,IR3_needs-verification,3,secondary_contact_recreation,IR1_fully-supported_confirmed,1,phosphorus,NYSDEC
1104-0236,Gooseneck Pond,entire lake,H-391..39-P432..P442,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,aa(t),pond,75,Acres,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0237,Minor Lake Tribs to Paradox Cr Watershed,total area of selected lakes in watershed,H-391..39-P433 thru P452,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,c,pond,185,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0238,Clear Pond,entire lake,H-391..47-14-P458,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,b(t),pond,175.5,Acres,IR3_needs-verification,3,fishing,IR3_fully-supported_unconfirmed,3,dissolved_oxygen; ph,NYSDEC
1104-0239,Sand Pond,entire lake,H-391..47-P457,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,c(t),pond,64.7,Acres,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0240,Elk Lake,entire lake,H-391..47-P460,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,b,pond,513.3,Acres,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0241,Moose Mt Pond,entire lake,H-391..53-3-2-P467,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,a,pond,33.9,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0242,Hammond Pond,entire lake,H-391..53-P468,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,a,pond,60.4,Acres,IR3_unassessed,3,source_of_water_supply,IR3_unassessed,3,No_Data,NYSDEC
1104-0243,Pine Pond,entire lake,H-391..53-P468-1-2-P470,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,a,pond,36.1,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0244,Minor Lake Tribs to Upper Schroon Wshed,total area of selected lakes in watershed,H-391..P453 thru P507,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,c,pond,219.6,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0246,Moss Ponds,total area of both ponds,"H-391..P494-1-1-4-P498,P499",0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,aa(t),pond,30.5,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0247,Makomis Pond,entire lake,H-391..P494-1-1-P500,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,b,pond,7.4,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0248,New Pond,entire lake,H-391..P494-1-1-P501,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,c,pond,97.2,Acres,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0249,Hatching Pond,entire lake,H-391..P494-1..P506,0202000105,Upper Hudson River,Hudson Headwaters,5,Essex,aa,pond,10.5,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0250,Patterson Creek and tribs,entire stream and tribs,H-392,0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,c(t),flow,30.6,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0251,Minor Tribs to Upper Hudson River,"total length of select tribs, fr Schroon to North Creek",H-392 thru 418 (selected),,Upper Hudson River,Hudson Headwaters,5,Warren,c,flow,94.6,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0252,Minor Lake Tribs to Upper Hudson River,"total area of select lakes, from Schroon to North Creek",H-392 thru 418..P508 thru P524,0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,c,pond,297.9,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0253,Pack Forest Lake,entire lake,H-398- 2-P512a,0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,c,pond,73.8,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0254,Glen Creek and tribs,entire stream and tribs,H-403,0202000107,Upper Hudson River,Hudson Headwaters,5,Warren,c(t),flow,0,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0255,Garnet Lake,entire lake,H-409-18-P520,0202000104,Upper Hudson River,Hudson Headwaters,5,Warren,a,pond,328.2,Acres,IR3_needs-verification,3,secondary_contact_recreation,IR3_fully-supported_unconfirmed,3,phosphorus,NYSDEC
1104-0256,"North Creek, Lower, and tribs",stream and tribs from mouth to Holcombville,H-419,0202000104,Upper Hudson River,Hudson Headwaters,5,Warren,c(t),flow,5.8,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0257,"North Creek, Upper, and tribs",stream and tribs above Holcombville,H-419,0202000104,Upper Hudson River,Hudson Headwaters,5,Warren,a(t),flow,31.5,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
1104-0258,"Chatiemac Lake, Ross/Windover Lake",total area of both lakes,"H-419..P529a,P529",0202000104,Upper Hudson River,Hudson Headwaters,5,Warren,a(t),pond,122.9,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
1104-0260,Thirteenth Lake,entire lake,H-429-P540,0202000104,Upper Hudson River,Hudson Headwaters,5,Warren,a(t),pond,317,Acres,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0261,Boreas River and tribs,entire stream and tribs,H-438,0202000104,Upper Hudson River,Hudson Headwaters,5,Essex,c(t),flow,151.3,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
1104-0262,Balfour Lake,entire lake,H-438-20- 1-P555,0202000104,Upper Hudson River,Hudson Headwaters,5,Essex,aa(t),pond,90.2,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
