seg_id,waterbody,description,win,huc_10,basin_name,subbasin_name,region,county_name,class,water_type,waterbody_size,waterbody_size_units,segment_assessment,segment_ir_number,use,use_assessment,use_ir_number,parameter,listing_agency
0303-0029,"Lake Ontario Shoreline, Eastern",shoreline from Sawyer Point to Monterio Point,Ont   (portion  6),0414010201,Lake Ontario,Lake Ontario East,6,Jefferson,a,pond,10.4,Miles,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0030,"Lake Ontario Shoreline, Eastern",shoreline from Montario Point to Selkirk,Ont   (portion  7),0414010204,Lake Ontario,Lake Ontario East,7,Oswego,a,pond,8.3,Miles,IR5_impaired,5,source_of_water_supply,IR3_impaired_unconfirmed,3,dioxin; mirex; polychlorinated_biphenyls,NYSDEC
0303-0031,"Lake Ontario Shoreline, Eastern",shoreline from Selkirk to Texas,Ont   (portion  8),0414010208,Lake Ontario,Lake Ontario East,7,Oswego,a,pond,5.1,Miles,IR5_impaired,5,secondary_contact_recreation,IR3_impaired_unconfirmed,3,dioxin; mirex; polychlorinated_biphenyls,NYSDEC
0303-0033,"Tribs of Lake Ontario, Grenadier Isl",total length of all tribs on islands,Ont   (Island Tribs),0415010201,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,1,Miles,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0034,Mud/Kents Creek and tribs,entire stream and tribs,Ont   1,0415010201,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,1.1,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0035,Minor Tribs to Lake Ontario,"total length of select tribs, St.Lawrence to Chaumon",Ont   1 thru 7 (selected),0415010201,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,61.2,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0036,Three Mile Creek and tribs,entire stream and tribs,Ont   6,0415010201,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,61.5,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0303-0037,"Chaumont River, Upper, and tribs","stream and tribs, above Depauville",Ont   8,0415010202,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,38.6,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0038,Horse Creek and tribs,entire stream and tribs,Ont   9,0415010202,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,17,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0303-0039,Minor Tribs to Lake Ontario,"total length of select tribs, Chaumont to Black River",Ont   9a thru 18a,0415010202,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,30.7,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0040,Perch River and tribs,entire stream and tribs,Ont  18,0415010203,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,128,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0041,Perch Lake,entire lake,Ont  18-P390,0415010203,Lake Ontario,Lake Ontario East,6,Jefferson,c,pond,546.1,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0042,Hyde Creek and tribs,entire stream and tribs,Ont  18-P390- 1,0415010203,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,36.8,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0043,Hyde Lake,entire lake,Ont  18-P390- 1-P391,0415010203,Lake Ontario,Lake Ontario East,6,Jefferson,b,pond,199,Acres,IR5_impaired,5,secondary_contact_recreation,IR5_impaired_confirmed,5,phosphorus,NYSDEC
0303-0044,Mill Creek and tribs,entire stream and tribs,Ont  25,0415010204,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,59.8,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,ph,NYSDEC
0303-0045,Minor Tribs to Lake Ontario,"total length of tribs, fr Sacketts Hbr to Aspinwall Cnr",Ont  25a thru 39,0415010204,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,11.8,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0303-0046,Henderson Pond,entire lake,Ont  40-P1023,0414010201,Lake Ontario,Lake Ontario East,6,Jefferson,c,pond,114.4,Acres,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0047,Crystal Lake,entire lake,Ont  41-P1030,0414010201,Lake Ontario,Lake Ontario East,6,Jefferson,b,pond,170.1,Acres,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0048,Minor Tribs to L. Ontario,"total length of select tribs, from Sawyer Pt to Selkirk",Ont  42 thru 51,0414010203,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,22.4,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0049,Hart Brook and tribs,entire stream and tribs,Ont  44-10,0414010203,Lake Ontario,Lake Ontario East,6,Jefferson,a,flow,10.8,Miles,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0303-0050,North Branch Sandy Creek and tribs,entire stream and tribs,Ont  44-14,0414010203,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,64.6,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0051,Rutland Lake,entire lake,Ont  44-14-P137,0414010203,Lake Ontario,Lake Ontario East,6,Jefferson,c,pond,14.9,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0052,Lakeview Pond,entire lake,Ont  44-1a-P1031,0414010203,Lake Ontario,Lake Ontario East,6,Jefferson,c,pond,183.5,Acres,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0053,"South Sandy Creek, Upp, and minor tribs","stream and select tribs, above Giddingsville",Ont  45,0414010202,Lake Ontario,Lake Ontario East,6,Jefferson,c(t),flow,160.4,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0054,Goose Pond,entire lake,Ont  45- 1-P1037b,0414010202,Lake Ontario,Lake Ontario East,6,Jefferson,c,pond,33.9,Acres,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0055,Bear Creek and tribs,entire stream and tribs,Ont  45- 4,0414010202,Lake Ontario,Lake Ontario East,6,Jefferson,c(t),flow,20.1,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0056,Raystone Creek and minor tribs,entire stream and select tribs,Ont  45- 9,0414010202,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,25.1,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0057,Fox Creek and tribs,entire stream and tribs,Ont  45- 9- 2,0414010202,Lake Ontario,Lake Ontario East,6,Jefferson,c(t),flow,25.2,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0058,"North Colwell Pond, South Colwell Pond",total area of both lakes,"Ont  46-P1039a,P1039b",0414010202,Lake Ontario,Lake Ontario East,7,Oswego,c,pond,169.5,Acres,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0059,Cranberry Pond,entire lake,Ont  46a-P1040,0414010204,Lake Ontario,Lake Ontario East,6,Jefferson,c,pond,41,Acres,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0060,"Skinner Creek, Lower, and tribs","stream and tribs, from mouth to Mannsville",Ont  47,0414010204,Lake Ontario,Lake Ontario East,6,Jefferson,c(ts),flow,21.3,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0061,"Skinner Creek, Middle, and tribs","stream and tribs, from Mannsville to Lorraine town line",Ont  47,0414010204,Lake Ontario,Lake Ontario East,6,Jefferson,a(ts),flow,11.6,Miles,IR3_needs-verification,3,secondary_contact_recreation,IR3_fully-supported_unconfirmed,3,total_dissolved_solids,NYSDEC
0303-0062,"Skinner Creek, Upper, and tribs","stream and tribs, above Ellisburg-Lorraine town line",Ont  47,0414010204,Lake Ontario,Lake Ontario East,6,Jefferson,c(ts),flow,16.1,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0063,Lindsey Creek and tribs,entire stream and tribs,Ont  48,0414010204,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,47.5,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,ph,NYSDEC
0303-0064,"Little Sandy Creek, Upper, and tribs","stream and tribs, above Lacona",Ont  50,0414010204,Lake Ontario,Lake Ontario East,7,Oswego,a(ts),flow,37.4,Miles,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0303-0065,South Pond,entire lake,Ont  51-P1,0414010204,Lake Ontario,Lake Ontario East,7,Oswego,c,pond,300.8,Acres,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0066,Deer Creek/Little Deer Creek and tribs,entire stream and tribs,Ont  52,0414010204,Lake Ontario,Lake Ontario East,7,Oswego,c,flow,53.3,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0067,Lower Salmon River Reservoir,entire reservoir,Ont  53 (portion 2)/P18a,0414010207,Lake Ontario,Lake Ontario East,7,Oswego,c(t),pond,207.7,Acres,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0068,"Salmon River, Middle, and tribs","stream and tribs, from Bennett Bridge to Redfield",Ont  53 (portion 3),0414010207,Lake Ontario,Lake Ontario East,7,Oswego,c(t),flow,41.3,Miles,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0069,Salmon River Reservoir,entire reservoir,Ont  53 (portion 4)/P19a,0414010207,Lake Ontario,Lake Ontario East,7,Oswego,c(t),pond,2572,Acres,IR4a_impaired,4a,fish_consumption,IR4a_impaired_confirmed,4a,mercury,NYSDEC
0303-0070,"Salmon River, Upper, and tribs","stream and tribs, above Redfield",Ont  53 (portion 5),0414010206,Lake Ontario,Lake Ontario East,6,Lewis,c(ts),flow,119.1,Miles,IR3_needs-verification,3,fishing,IR3_fully-supported_unconfirmed,3,dissolved_oxygen; ph,NYSDEC
0303-0071,Trout Brook and tribs,entire stream and tribs,Ont  53- 5,0414010207,Lake Ontario,Lake Ontario East,7,Oswego,c(t),flow,54,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,ph,NYSDEC
0303-0072,Orwell Brook and tribs,entire stream and tribs,Ont  53- 6,0414010207,Lake Ontario,Lake Ontario East,7,Oswego,c(t),flow,43.7,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0073,Gowdy Pond,entire lake,Ont  53- 6- 2- 1- 1- 1-P12,0414010207,Lake Ontario,Lake Ontario East,7,Oswego,c,pond,14.1,Acres,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0074,Bud Lee Pond,entire lake,Ont  53- 8- 1-P15,0414010207,Lake Ontario,Lake Ontario East,7,Oswego,c,pond,6.4,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0075,North Branch Salmon R and minor tribs,entire stream and select tribs,Ont  53-16,0414010205,Lake Ontario,Lake Ontario East,7,Oswego,c(t),flow,62.5,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0076,Mill Creek and tribs,entire stream and tribs,Ont  53-16- 3,0414010205,Lake Ontario,Lake Ontario East,7,Oswego,c(t),flow,41.9,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0077,Mad River and tribs,entire stream and tribs,Ont  53-16-10,0414010205,Lake Ontario,Lake Ontario East,7,Oswego,c(t),flow,149.8,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0078,Castor Pond,entire lake,Ont  53-16-P21a,0414010205,Lake Ontario,Lake Ontario East,7,Oswego,c(t),pond,6.9,Acres,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0079,Prince Brook and tribs,entire stream and tribs,Ont  53-26,0414010206,Lake Ontario,Lake Ontario East,6,Lewis,c(ts),flow,18,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0080,Fall Brook and tribs,entire stream and tribs,Ont  53-33,0414010206,Lake Ontario,Lake Ontario East,6,Lewis,c(t),flow,21.6,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0081,Grindstone Creek and minor tribs,entire stream and select tribs,Ont  54,0414010208,Lake Ontario,Lake Ontario East,7,Oswego,c(t),flow,10.2,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0082,North Branch Grindstone Creek and tribs,entire stream and tribs,Ont  54,0414010208,Lake Ontario,Lake Ontario East,7,Oswego,c(t),flow,21.6,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0083,Little Grindstone Creek and tribs,entire stream and tribs,Ont  54- 2,0414010208,Lake Ontario,Lake Ontario East,7,Oswego,c(t),flow,28.2,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0084,South Branch Grindstone Creek and tribs,entire stream and tribs,Ont  54- 4,0414010208,Lake Ontario,Lake Ontario East,7,Oswego,c(t),flow,24,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0085,Moshier Pond,entire lake,Ont  54-10-P31a,0414010208,Lake Ontario,Lake Ontario East,7,Oswego,c,pond,56,Acres,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0086,Snake Creek and tribs,entire stream and tribs,Ont  55,0414010208,Lake Ontario,Lake Ontario East,7,Oswego,c,flow,24,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0087,Sage Creek and tribs,entire stream and tribs,Ont  57,0414010208,Lake Ontario,Lake Ontario East,7,Oswego,c,flow,29.6,Miles,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,dissolved_oxygen,NYSDEC
0303-0088,Grays Millpond,entire lake,Ont  58- 8-P37,0414010209,Lake Ontario,Lake Ontario East,7,Oswego,c,pond,5.5,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0089,North Branch Little Salmon R and tribs,entire stream and tribs,Ont  58- 9,0414010209,Lake Ontario,Lake Ontario East,7,Oswego,c,flow,47.4,Miles,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,ph,NYSDEC
0303-0090,St. Marys Pond,entire lake,Ont  58- 9-11- 3-P42,0414010209,Lake Ontario,Lake Ontario East,7,Oswego,c,pond,24.8,Acres,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0091,Coan Pond,entire lake,Ont  58- 9-13-P48,0414010209,Lake Ontario,Lake Ontario East,7,Oswego,b,pond,57.4,Acres,IR3_needs-verification,3,secondary_contact_recreation,IR3_fully-supported_unconfirmed,3,phosphorus,NYSDEC
0303-0092,Long Pond,entire lake,Ont  58- 9-14-P49,0414010209,Lake Ontario,Lake Ontario East,7,Oswego,c,pond,71.6,Acres,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0093,Lake Lorraine,entire lake,Ont  58- 9-14-P49- 1-P50- 1-P52,0414010209,Lake Ontario,Lake Ontario East,7,Oswego,b,pond,16.9,Acres,IR3_needs-verification,3,primary_contact_recreation,IR3_fully-supported_unconfirmed,3,phosphorus,NYSDEC
0303-0094,Whitney Pond,entire lake,Ont  58- 9-P48a,0414010209,Lake Ontario,Lake Ontario East,7,Oswego,c,pond,81.2,Acres,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0095,South Branch Little Salmon R and tribs,entire stream and tribs,Ont  58-10,0414010209,Lake Ontario,Lake Ontario East,7,Oswego,c,flow,34.2,Miles,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0096,Fritz Pond,entire lake,Ont  58-23-P56,0414010209,Lake Ontario,Lake Ontario East,7,Oswego,c,pond,22.8,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0097,Hotel Pond,entire lake,Ont  58-P58,0414010209,Lake Ontario,Lake Ontario East,7,Oswego,c,pond,23.2,Acres,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0098,Butterfly Creek and tribs,entire stream and tribs,Ont  59,0414010210,Lake Ontario,Lake Ontario East,7,Oswego,c,flow,21.4,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0099,Catfish Creek and tribs,entire stream and tribs,Ont  60,0414010210,Lake Ontario,Lake Ontario East,7,Oswego,c(t),flow,42.7,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0100,Russ Pond,entire lake,Ont  60-P61,0414010210,Lake Ontario,Lake Ontario East,7,Oswego,c,pond,64.9,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0303-0101,Minor Tribs to L. Ontario,"total length of select tribs, from Black R to Sawyer Pt",Ont  19a thru 24 (select),0415010204,Lake Ontario,Lake Ontario East,6,Jefferson,c,flow,5.6,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0303-0102,Black River Bay,"entire bay, see description",Ont   (portion  3a),0415010204,Lake Ontario,Lake Ontario East,6,Jefferson,c,pond,20,Miles,IR5_impaired,5,secondary_contact_recreation,IR1_fully-supported_confirmed,2,dioxin; fecal_coliform; mirex; nutrients; polychlorinated_biphenyls,NYSDEC
0401-0001,"Genesee River, Lower, Main Stem",from mouth to NYS Barge Canal,Ont 117 (portion  1),0413000307,Genesee River,Barge Canal to Lake Erie,8,Monroe,b,flow,11.7,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,aluminum; dioxin; fecal_coliforms; mirex; total_pcbs,NYSDEC
0401-0003,"Genesee River, Middle, Main Stem",from NYS Barge Canal to Scottsville,Ont 117 (portion  2),0413000307,Genesee River,Barge Canal to Lake Erie,8,Monroe,b,flow,10.6,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0401-0012,NYS Barge Canal (portion 3),from Rochester to Henrietta,NYS Barge Canal (portion 3),0413000307,Genesee River,Barge Canal to Lake Erie,8,Monroe,b,flow,25,Miles,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0401-0013,Minor Tribs to Lower Genesee River,total length of selected/smaller tribs to Genesee River,Ont 117-  1 thru 7,0413000307,Genesee River,Barge Canal to Lake Erie,8,Monroe,c,flow,3.6,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0002,Canadice Lake,entire lake,Ont 117- 27-34-11-P43,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Ontario,aa(ts),pond,668.7,Acres,IR5_impaired,5,secondary_contact_recreation,IR1_fully-supported_confirmed,1,phosphorus,NYSDEC
0402-0003,LeRoy Reservoir,entire lake,Ont 117- 25- 7-4-P24a,0413000304,Genesee River,Mt. Morris to Barge Canal,8,Genesee,a,pond,46.6,Acres,IR5_impaired,5,fishing,IR1_fully-supported_confirmed,2,phosphorus,NYSDEC
0402-0004,Conesus Lake,entire lake,Ont 117- 40-P67,0413000301,Genesee River,Mt. Morris to Barge Canal,8,Livingston,aa,pond,3207.6,Acres,IR5_impaired,5,fishing,IR1_fully-supported_confirmed,2,algae; non-native_plants; phosphorus,NYSDEC
0402-0007,Limekiln Creek and tribs,entire stream and tribs,Ont 117- 27-34-P44-7-4,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,22.9,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0008,Lake LaGrange,entire lake,Ont 117- 60-2-P73b,0413000305,Genesee River,Mt. Morris to Barge Canal,9,Wyoming,a,pond,53.1,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0402-0009,"Genesee River, Middle, Main Stem",from Scottsville to Geneseo/Mt Morris,Ont 117 (portion  3),0413000305,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,45,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0011,Hemlock Lake,entire lake,Ont 117- 27-34-P44,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Livingston,aa(t),pond,2074,Acres,IR2_some-uses-supported,1,source_of_water_supply,IR1_stressed_confirmed,1,ammonia; chloride; nitrate_nitrite,NYSDEC
0402-0013,Hemlock Lake Outlet and minor tribs,stream and selected/smaller tribs,Ont 117- 27-34,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Ontario,c,flow,29.2,Miles,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0014,Little Beards Creek and tribs,entire stream and tribs,Ont 117- 60-2,0413000305,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,52,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,dissolved_oxygen,NYSDEC
0402-0016,Bigelow Creek and tribs,entire stream and tribs,Ont 117- 19-30,0413000306,Genesee River,Mt. Morris to Barge Canal,8,Genesee,c,flow,11.3,Miles,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0019,"Honeoye Creek, Lower, and minor tribs",stream and smaller tribs from mouth to Spring Brook,Ont 117- 27,0413000303,Genesee River,Mt. Morris to Barge Canal,8,Monroe,c,flow,44.9,Miles,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0024,Red Creek and tribs,entire stream and tribs,Ont 117- 14,0413000307,Genesee River,Mt. Morris to Barge Canal,8,Monroe,c,flow,45.9,Miles,IR3_needs-verification,3,secondary_contact_recreation,IR3_impaired_unconfirmed,3,bap,NYSDEC
0402-0027,"Oatka Creek, Lower, and minor tribs",stream and tribs fr mouth to Mud Creek,Ont 117- 25 (portion 1),0413000304,Genesee River,Mt. Morris to Barge Canal,8,Monroe,b,flow,38.2,Miles,IR3_needs-verification,3,secondary_contact_recreation,IR3_impaired_unconfirmed,3,total_dissolved_solids,NYSDEC
0402-0028,"Black Creek, Middle, and minor tribs",stream and select/smaller tribs fr Churchville to Byron,Ont 117- 19,0413000306,Genesee River,Mt. Morris to Barge Canal,8,Genesee,c,flow,103.1,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,phosphorus,NYSDEC
0402-0029,"Oatka Creek, Upper, and minor tribs",stream and tribs above Warsaw,Ont 117- 25 (portoin 2),0413000304,Genesee River,Mt. Morris to Barge Canal,9,Wyoming,c,flow,55.8,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0031,"Oatka Creek, Middle, and minor tribs",stream and tribs from Mud Creek to Pearl Creek,Ont 117- 25 (portion 3),0413000304,Genesee River,Mt. Morris to Barge Canal,8,Genesee,c,flow,111.7,Miles,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0032,Honeoye Lake,entire lake,Ont 117- 27-P57,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Ontario,aa,pond,1796.6,Acres,IR5_impaired,5,source_of_water_supply,IR3_impaired_unconfirmed,3,algae,NYSDEC
0402-0033,"Black Creek, Lower, and minor tribs",stream and select/smaller tribs fr mouth to Churchville,Ont 117- 19,0413000306,Genesee River,Mt. Morris to Barge Canal,8,Monroe,c,flow,137.9,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,phosphorus,NYSDEC
0402-0036,Spring Creek and tribs,entire stream and tribs,Ont 117- 19-28,0413000306,Genesee River,Mt. Morris to Barge Canal,8,Genesee,c,flow,39.2,Miles,IR5_impaired,5,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0037,Beards/Bairds Creek and tribs,entire stream and selected/smaller tribs,Ont 117- 60,0413000305,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,50.1,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0038,Conesus Creek and minor tribs,entire stream and selected/smaller tribs,Ont 117- 40,0413000301,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,22.4,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0039,Minor Tribs to Middle Genesee River,total length of selected/smaller tribs to Genesee River,Ont 117- 26 thru 69,0413000305,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,135.1,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0040,Spring Brook and tribs,entire stream and tribs,Ont 117- 27-14,0413000303,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,53.4,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0041,"Oatka Creek, Middle, and minor tribs",stream and tribs from Pearl Creek to Warsaw,Ont 117- 25 (portion 4),0413000304,Genesee River,Mt. Morris to Barge Canal,9,Wyoming,c,flow,116.9,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0042,Canadice Lake Outlet and tribs,entire stream and tribs,Ont 117- 27-34-11,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Livingston,aa(t),flow,17.1,Miles,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0402-0043,Minor Tribs to Hemlock Lake,entire length of selected/smaller tribs to Hemlock Lake,Ont 117- 27-34-P44-,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Livingston,c,flow,26.5,Miles,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0044,Honeoye Inlet and tribs,entire stream and tribs,Ont 117- 27-P57-10,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Ontario,c,flow,34.5,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0402-0045,Minor Tribs to Honeoye Lake,entire length of selected/smaller tribs to Honeoye Lake,Ont 117- 27-P57-,0413000302,Genesee River,Mt. Morris to Barge Canal,8,Ontario,c,flow,39.1,Miles,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,dissolved_oxygen,NYSDEC
